"subject","hem","roi","cyto","domain","group","tract","percentage"
"CS11","rh","mFus-faces","FG4","face","kid","pAF",77.1101573676681
"CS11","rh","mFus-faces","FG4","face","kid","VOF",2.00286123032904
"OS12","rh","mFus-faces","FG4","face","kid","IFOF",0
"OS12","rh","mFus-faces","FG4","face","kid","ILF",5.87027914614121
"OS12","rh","mFus-faces","FG4","face","kid","AF",25.1847290640394
"OS12","rh","mFus-faces","FG4","face","kid","pAF",67.8981937602627
"OS12","rh","mFus-faces","FG4","face","kid","VOF",1.02627257799672
"CLC06","rh","mFus-faces","FG4","face","kid","IFOF",0
"CLC06","rh","mFus-faces","FG4","face","kid","ILF",6.95915279878971
"CLC06","rh","mFus-faces","FG4","face","kid","AF",28.0635400907716
"CLC06","rh","mFus-faces","FG4","face","kid","pAF",64.6747352496218
"CLC06","rh","mFus-faces","FG4","face","kid","VOF",0.302571860816944
"RJ09","rh","mFus-faces","FG4","face","kid","IFOF",0
"RJ09","rh","mFus-faces","FG4","face","kid","ILF",11.6434540389972
"RJ09","rh","mFus-faces","FG4","face","kid","AF",16.7688022284123
"RJ09","rh","mFus-faces","FG4","face","kid","pAF",65.6824512534819
"RJ09","rh","mFus-faces","FG4","face","kid","VOF",5.90529247910863
"CS22/CS22_150322_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0
"CS22/CS22_150322_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",3.92541707556428
"CS22/CS22_150322_time_01_1","rh","mOTS-words","FG4","word","adult","AF",58.5868498527969
"CS22/CS22_150322_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",37.4877330716389
"CS22/CS22_150322_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0
"MJW22/MJW22_150415_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0
"MJW22/MJW22_150415_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",6.53830726032892
"MJW22/MJW22_150415_time_01_1","rh","mOTS-words","FG4","word","adult","AF",41.6766947452868
"MJW22/MJW22_150415_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",51.7849979943843
"MJW22/MJW22_150415_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0
"NAV22/NAV22_150329_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0.462962962962963
"NAV22/NAV22_150329_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",15.2777777777778
"NAV22/NAV22_150329_time_01_1","rh","mOTS-words","FG4","word","adult","AF",48.1481481481481
"NAV22/NAV22_150329_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",36.1111111111111
"NAV22/NAV22_150329_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0
"ML23/ML23_150314_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0
"ML23/ML23_150314_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",15.8150851581509
"ML23/ML23_150314_time_01_1","rh","mOTS-words","FG4","word","adult","AF",58.3941605839416
"ML23/ML23_150314_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",25.7907542579075
"ML23/ML23_150314_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0
"EA23/EA23_150208_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",1.3681592039801
"EA23/EA23_150208_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",10.8208955223881
"EA23/EA23_150208_time_01_1","rh","mOTS-words","FG4","word","adult","AF",19.2786069651741
"EA23/EA23_150208_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",60.6965174129353
"EA23/EA23_150208_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",5.97014925373134
"SL23/SL23_150321_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0.0884173297966401
"SL23/SL23_150321_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",6.89655172413793
"SL23/SL23_150321_time_01_1","rh","mOTS-words","FG4","word","adult","AF",29.7082228116711
"SL23/SL23_150321_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",61.8921308576481
"SL23/SL23_150321_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",1.41467727674624
"TL24/TL24_150310_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0
"TL24/TL24_150310_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",9.04977375565611
"TL24/TL24_150310_time_01_1","rh","mOTS-words","FG4","word","adult","AF",58.974358974359
"TL24/TL24_150310_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",31.8250377073906
"TL24/TL24_150310_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0
"NC24/NC24_150321_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0.0810372771474878
"NC24/NC24_150321_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",4.61912479740681
"NC24/NC24_150321_time_01_1","rh","mOTS-words","FG4","word","adult","AF",22.2852512155592
"NC24/NC24_150321_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",71.839546191248
"NC24/NC24_150321_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0.769854132901134
"AI24/AI24_150309_time_01_1","rh","mOTS-words","FG4","word","adult","IFOF",0
"AI24/AI24_150309_time_01_1","rh","mOTS-words","FG4","word","adult","ILF",11.8172790466733
"AI24/AI24_150309_time_01_1","rh","mOTS-words","FG4","word","adult","AF",37.5372393247269
"AI24/AI24_150309_time_01_1","rh","mOTS-words","FG4","word","adult","pAF",50.4468718967229
"AI24/AI24_150309_time_01_1","rh","mOTS-words","FG4","word","adult","VOF",0.198609731876862
"GEJA09","rh","mOTS-words","FG4","word","kid","IFOF",0
"GEJA09","rh","mOTS-words","FG4","word","kid","ILF",6.90476190476191
"GEJA09","rh","mOTS-words","FG4","word","kid","AF",57.3809523809524
"GEJA09","rh","mOTS-words","FG4","word","kid","pAF",35.7142857142857
"GEJA09","rh","mOTS-words","FG4","word","kid","VOF",0
"SERA10","rh","mOTS-words","FG4","word","kid","IFOF",0
"SERA10","rh","mOTS-words","FG4","word","kid","ILF",4.28432327166504
"SERA10","rh","mOTS-words","FG4","word","kid","AF",1.50925024342746
"SERA10","rh","mOTS-words","FG4","word","kid","pAF",18.4518013631938
"SERA10","rh","mOTS-words","FG4","word","kid","VOF",75.5111976630964
"CS11","rh","mOTS-words","FG4","word","kid","IFOF",0
"CS11","rh","mOTS-words","FG4","word","kid","ILF",5.5993690851735
"CS11","rh","mOTS-words","FG4","word","kid","AF",33.9905362776025
"CS11","rh","mOTS-words","FG4","word","kid","pAF",58.9116719242902
"CS11","rh","mOTS-words","FG4","word","kid","VOF",1.41955835962145
"KG22/KG22_150201_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0
"KG22/KG22_150201_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",11.9788608338227
"KG22/KG22_150201_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",32.0610687022901
"KG22/KG22_150201_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",55.9013505578391
"KG22/KG22_150201_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",0
"CS22/CS22_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0.123456790123457
"CS22/CS22_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",7.59259259259259
"CS22/CS22_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",28.4876543209877
"CS22/CS22_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",59.783950617284
"CS22/CS22_150322_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",3.95061728395062
"JH22/JH22_150227_time_01_2","rh","OTS-bodies","FG4","body","adult","IFOF",0
"JH22/JH22_150227_time_01_2","rh","OTS-bodies","FG4","body","adult","ILF",15.8031088082902
"JH22/JH22_150227_time_01_2","rh","OTS-bodies","FG4","body","adult","AF",31.692573402418
"JH22/JH22_150227_time_01_2","rh","OTS-bodies","FG4","body","adult","pAF",52.4179620034542
"JH22/JH22_150227_time_01_2","rh","OTS-bodies","FG4","body","adult","VOF",0
"MJW22/MJW22_150415_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0
"MJW22/MJW22_150415_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",8.97132333596422
"MJW22/MJW22_150415_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",30.5972112601947
"MJW22/MJW22_150415_time_01_1","rh","OTS-bodies","FG4","body","adult","pAF",60.4314654038411
"MJW22/MJW22_150415_time_01_1","rh","OTS-bodies","FG4","body","adult","VOF",0
"NAV22/NAV22_150329_time_01_1","rh","OTS-bodies","FG4","body","adult","IFOF",0.146270112140419
"NAV22/NAV22_150329_time_01_1","rh","OTS-bodies","FG4","body","adult","ILF",8.04485616772306
"NAV22/NAV22_150329_time_01_1","rh","OTS-bodies","FG4","body","adult","AF",23.7932715748415
